Questions,Answers,Label,Source
Why does Elder say keeping risk 'small and constant' is absolutely critical?,Keeping risk small and constant means the trader's performance is driven entirely by the quality of their trading decisions — not by random variation in position sizes. Inconsistent sizing introduces noise that makes it impossible to evaluate whether a system is truly working or simply benefiting from one lucky oversized bet.,Risk Management,A Discounted View – Managing Position Level Risk with Elder's 2% Rule | http://adiscountedview.blogspot.com/2016/03/managing-position-level-risk-with-dr.html
What is Alexander Elder's 6% Rule?,The 6% Rule states that a trader must stop opening any new positions for the remainder of the calendar month as soon as the combined total of realized losses and open risk in current positions reaches 6% of account equity at the start of that month.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does the 6% Rule complement the 2% Rule?,The 2% Rule protects against a single catastrophic loss (the shark bite). The 6% Rule protects against a series of smaller losses that collectively devastate the account (the piranha bites). Together they form a two-level defense — trade-level protection and portfolio-level protection.,Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is Elder's 'shark and piranha' metaphor for risk management?,"Elder writes that markets can kill a trading account in two ways: a single devastating loss like a shark bite, or a series of small losses like piranha bites — none of them lethal individually but together capable of shredding an account to the bone. The 2% Rule stops the sharks; the 6% Rule stops the piranhas.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How is the 6% Rule calculated in practice?,"At the start of each month, note the account equity. Add up all realized losses incurred during the month plus the current open risk (potential loss if all stops are hit) on all open positions. When this sum reaches 6% of the starting equity, stop trading immediately and open no new positions until the next month begins.",Risk Management,A Discounted View – Minimizing Portfolio Risk with Elder's 6% Rule | http://adiscountedview.blogspot.com/2016/03/minimizing-portfolio-risk-with-dr.html
"What is a worked example of the 6% Rule on a $50,000 account?","On a $50,000 account, 6% equals $3,000. If a trader has already realized $1,000 in losses this month and has three open trades each with $500 in open risk, the total exposure is $1,000 + $1,500 = $2,500. Adding one more trade with $500 risk would bring the total to $3,000, triggering the 6% Rule and requiring all new trading to stop for the rest of the month.",Risk Management,Four Minute Books – The New Trading for a Living Summary | https://fourminutebooks.com/the-new-trading-for-a-living-summary/
"What is a worked example of the 6% Rule on a $100,000 account?","On a $100,000 account, 6% equals $6,000. If four losing trades of $1,000 each have been realized ($4,000 total) and two open trades each carry $1,000 in open risk ($2,000), the combined exposure is $6,000 — exactly at the limit. No new trades may be opened for the rest of the month.",Risk Management,A Discounted View – Minimizing Portfolio Risk with Elder's 6% Rule | http://adiscountedview.blogspot.com/2016/03/minimizing-portfolio-risk-with-dr.html
"Why does the 6% Rule include open risk, not just realized losses?","Including open risk in the 6% calculation prevents a trader from technically being below the 6% threshold in realized losses while simultaneously carrying enough open risk to exceed it if all stops are hit simultaneously. Elder's framework is forward-looking — it accounts for the worst plausible outcome, not just what has already happened.",Risk Management,A Discounted View – Minimizing Portfolio Risk with Elder's 6% Rule | http://adiscountedview.blogspot.com/2016/03/minimizing-portfolio-risk-with-dr.html
How does the 6% Rule act as a 'stop-loss on the account'?,"Just as a stop-loss on a single trade defines the maximum acceptable loss on that position and closes it automatically, the 6% Rule places a stop on the entire account — defining the maximum acceptable monthly drawdown and halting all new trading when it is reached.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What should a trader do when the 6% Rule is triggered?,"When the 6% threshold is reached, Elder says the trader must stop opening new positions for the rest of the month. Some traders switch to paper trading or simulated trading to stay engaged with the market without real capital exposure. Others use the forced pause to review their journal and diagnose why the losing streak occurred.",Risk Management,Ticker Tape / TD Ameritrade – How the 2% and 6% Rules Can Help | https://tickertape.tdameritrade.com/trading/rules-to-manage-risk-15908
Why does the 6% Rule work against human nature?,"As traders experience mounting losses, their instinct is to trade more often or in larger size to recover the losses quickly. The 6% Rule directly opposes this impulse by forcing a complete stop when losses accumulate — preventing the revenge trading cycle that typically accelerates drawdowns rather than reversing them.",Risk Management,A Discounted View – Minimizing Portfolio Risk with Elder's 6% Rule | http://adiscountedview.blogspot.com/2016/03/minimizing-portfolio-risk-with-dr.html
What does 'revenge trading' mean and how does the 6% Rule prevent it?,"Revenge trading is the compulsive urge to immediately place new trades to recover recent losses — driven by frustration and the need to 'get even' with the market. The 6% Rule mechanically prevents this by removing the option to trade once the monthly threshold is hit, giving the trader a mandatory cooling-off period.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about a series of small losses being as dangerous as one large loss?,"Elder explains that a single 1% loss seems trivial, but five or more of them within one month accumulate into a meaningful financial and psychological setback. A series of small losses can be just as destructive as one large one — and the 6% Rule is specifically designed to interrupt such streaks before they become catastrophic.",Risk Management,A Discounted View – Minimizing Portfolio Risk with Elder's 6% Rule | http://adiscountedview.blogspot.com/2016/03/minimizing-portfolio-risk-with-dr.html
What psychological benefit does the 6% Rule provide?,"The 6% Rule provides psychological relief by removing the agonising decision of 'should I keep trading or stop?' from the trader's hands. Once the threshold is reached, the rule makes the decision automatically. This removes the burden of willpower and replaces it with a clear, pre-committed rule.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
Can a trader with a very low risk-per-trade benefit from the 6% Rule?,"Yes. If a trader risks only 1% per trade instead of 2%, the 6% Rule allows them to take up to six losing trades before being stopped out for the month — providing more latitude to practice and refine tactics compared to a trader using the full 2% maximum per trade.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
Why does Elder recommend lowering the 2% maximum to 1% for beginners?,"Reducing maximum risk per trade to 1% doubles the number of losing trades a beginner can absorb before hitting the 6% monthly cap. This gives beginners more opportunities to learn, make mistakes, and adjust their approach without being forced out of the market early in the month.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How does the 6% Rule contribute to long-term account preservation?,"By capping the maximum monthly drawdown at 6%, the 6% Rule ensures that even the worst months do not permanently impair the account. A 6% drawdown requires only a 6.4% gain to recover — a manageable target. Without the 6% Rule, unchecked losing streaks can create drawdowns that require impossibly large returns to recover.",Risk Management,A Discounted View – Minimizing Portfolio Risk with Elder's 6% Rule | http://adiscountedview.blogspot.com/2016/03/minimizing-portfolio-risk-with-dr.html
What is the difference between a realized loss and open risk in the 6% calculation?,"A realized loss is money already gone — a closed trade that ended at a loss. Open risk is the potential loss still outstanding on currently open positions if all stops are triggered simultaneously. The 6% Rule requires both to be counted, because open risk is just as real as a realized loss from a capital preservation standpoint.",Risk Management,BWTS Ask Colin – Could you explain the 6% Rule | https://www.bwts.com.au/resources/ask-colin/817-could-you-explain-the-6-rule-as-opposed-to-the-2-rule-and-sugges.html
How does the 6% Rule interact with having multiple simultaneous open positions?,"If a trader has three open positions each with $500 in open risk (total $1,500 in open risk), those $1,500 count toward the 6% monthly limit even before any position is closed at a loss. This prevents the trap of accumulating multiple positions that each seem small individually but collectively represent excessive portfolio risk.",Risk Management,A Discounted View – Minimizing Portfolio Risk with Elder's 6% Rule | http://adiscountedview.blogspot.com/2016/03/minimizing-portfolio-risk-with-dr.html
What does Elder compare the 6% Rule's protective function to in a trade context?,"Elder compares the 6% Rule directly to a stop-loss order, but applied at the account level rather than the trade level. Just as a stop-loss limits how much damage one position can do to the portfolio, the 6% Rule limits how much damage an entire month's trading can do to the account.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How do the 2% and 6% Rules together bound the maximum number of positions?,"If every trade risks the maximum 2%, the 6% Rule allows a maximum of three simultaneous open trades (3 × 2% = 6%). If risk is reduced to 1% per trade, up to six trades can be open simultaneously. The interaction between the two rules automatically limits position count without needing a separate rule for it.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is an alternative version of the 2% and 6% Rules for higher-risk tolerance?,"Some practitioners adjust the framework to a 5% per-trade maximum and a 10% monthly maximum for traders with higher risk tolerance. However, Elder himself does not recommend this escalation — he views the original 2% and 6% levels as the appropriate boundaries for sustainable trading.",Risk Management,SteadyOptions – How Position Sizing Impacts Your Returns | https://steadyoptions.com/articles/position-sizing/
What does Elder say about how a series of 1% losses feels financially versus psychologically?,"Elder acknowledges that a single 1% loss feels innocuous — almost too small to worry about. But he warns that five or more such losses accumulating within one month begin to affect the trader both financially and psychologically, creating self-doubt, second-guessing, and a deterioration of decision quality that can lead to even larger losses.",Risk Management,A Discounted View – Minimizing Portfolio Risk with Elder's 6% Rule | http://adiscountedview.blogspot.com/2016/03/minimizing-portfolio-risk-with-dr.html
How does the 6% Rule force the trader to reassess their system?,"When the 6% limit is hit, Elder says this is a signal that the trader's method is not working in the current market environment. The forced pause is an opportunity — not just a punishment — to step back, review the trade journal, identify what has changed, and diagnose whether the problem is the system, the execution, or the market conditions.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder say should happen after the 6% Rule triggers and the new month begins?,Elder recommends returning to trading at the start of the new month with reduced position sizes — potentially cutting risk per trade to 1% or lower — to rebuild confidence and test whether the system is back in gear with current market conditions before returning to full size.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does the 6% Rule differ from simply deciding 'I'll stop trading if I have a bad month'?,"An informal personal decision to stop trading after bad months is subject to emotional override — the trader may rationalize continuing because the next trade 'feels' like a sure winner. The 6% Rule is a pre-committed, mechanical threshold that removes discretion entirely. Because it was decided before the losing streak began, it cannot be rationalised away in the heat of the moment.",Risk Management,Financial Wisdom TV – Trading for a Living by Dr Alexander Elder | https://www.financialwisdomtv.com/post/trading-for-a-living
What is the primary purpose of a stop-loss order in Elder's framework?,"A stop-loss order serves two purposes simultaneously: it caps the maximum financial loss on a trade to the amount calculated under the 2% Rule, and it removes the emotional decision of whether to exit during a losing trade by automating the exit at a pre-determined level.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
Where does Elder place stop-losses for long positions?,"For long positions, Elder places the stop-loss one tick below the low of the current bar or the previous bar — whichever is lower. This placement keeps the stop below any recently established price support while being tight enough to cap risk within the 2% limit.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
Where does Elder place stop-losses for short positions?,"For short positions, Elder places the stop-loss one tick above the high of the current bar or the previous bar — whichever is higher — mirroring the same logic used for long stops but applied to the upside.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
Why must the stop-loss be set before the trade is entered?,"Before entering a trade is the only moment the trader has complete objectivity. Once in a position, fear of loss and hope of recovery cloud judgment. A pre-set stop was decided when the mind was clear and unemotional — making it a far more rational exit level than any stop set after the position is open and the trader is under stress.",Risk Management,Ticker Tape / TD Ameritrade – How the 2% and 6% Rules Can Help | https://tickertape.tdameritrade.com/trading/rules-to-manage-risk-15908
What does Elder mean by 'say no to wishful thinking' when setting stops?,"Elder dedicates an entire section of The New Trading for a Living to this concept. Setting stops based on wishful thinking — placing them just wide enough to avoid being hit, rather than at a logical technical level — defeats the entire purpose of risk management. Stops must be placed based on market structure, not on what the trader hopes the market will do.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is the rule for moving stop-losses once a trade is open?,Stops should only be moved in the direction of the trade — tightened to lock in profits as the trade moves in the trader's favour. They must never be moved further away from the entry to give a losing trade more room. Widening a stop is an emotional decision that violates the pre-committed risk discipline.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
Why does Elder say widening a stop after entry is a form of self-destruction?,"Widening a stop after entry is the trader's emotional refusal to accept that the trade is wrong. It converts a pre-planned, rational exit rule into an improvised, emotion-driven one. It also violates the 2% Rule's integrity by allowing losses to grow beyond the originally calculated maximum.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is a trailing stop and how does Elder use it?,"A trailing stop is a stop-loss that is moved progressively in the direction of a profitable trade to lock in accumulated gains. Elder uses trailing stops to let winners run while protecting the profit that has been built — moving the stop up under each new higher low in an uptrend, for example.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is the SafeZone stop method Elder introduced in Come Into My Trading Room?,"The SafeZone stop is Elder's volatility-adjusted stop placement method. It measures the typical 'noise' in a security's price movement — the normal day-to-day counter-trend fluctuations — and places stops beyond that noise level, so the trader is not stopped out by routine fluctuation but is protected when genuine trend reversal begins.",Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
How does Average True Range (ATR) factor into Elder's stop placement?,"Elder recommends using the ATR to set stops in proportion to a security's actual volatility. For long positions, an initial stop can be placed at the entry price minus 2 × ATR, providing a buffer against normal market fluctuations while still capping the downside. Targets can be set at 3 × ATR or more for a favourable risk-reward ratio.",Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
Why does Elder prefer not to place stops at obvious round numbers?,"Obvious round-number price levels ($50, $100) attract clusters of stop orders from many traders. Professional market makers are aware of these clusters and may deliberately push price briefly through them to trigger the stops and collect liquidity before reversing. Elder prefers stops placed slightly beyond these levels to avoid this 'stop hunting.'",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does stop placement interact with the 2% Rule when the technical stop is very wide?,"When a technically justified stop is very wide (far from entry), the 2% Rule will force a very small position size. This is the correct outcome — a wide stop means higher per-share risk, so fewer shares must be bought to keep the total dollar risk at or below 2% of equity. The system automatically scales position size down for riskier setups.",Risk Management,A Discounted View – Managing Position Level Risk with Elder's 2% Rule | http://adiscountedview.blogspot.com/2016/03/managing-position-level-risk-with-dr.html
What does Elder say about stop-losses becoming market orders when triggered?,"Elder notes that once a stop-loss price is reached, the order becomes a market order and competes with all other orders for execution. This means the fill may be slightly worse than the stop price, particularly in fast-moving or illiquid markets — a phenomenon called slippage. Traders should account for this in their risk calculations.",Risk Management,Ticker Tape / TD Ameritrade – How the 2% and 6% Rules Can Help | https://tickertape.tdameritrade.com/trading/rules-to-manage-risk-15908
How should a trader set stop-losses differently in high-volatility versus low-volatility environments?,"In high-volatility environments, stops must be wider to accommodate larger price swings — meaning position sizes must be correspondingly smaller to keep dollar risk within the 2% cap. In low-volatility environments, tighter stops allow larger positions while maintaining the same dollar risk limit.",Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
